id|text|author|statement_date|registration_date|main_article_title|main_article_text|main_article_url|topic_id|sub_topics|fact_checker_accuracy|publication_date
83|«Η στοχευμένη ενίσχυση των Λιμενικών Αρχών του Ανατολικού Αιγαίου σε προσωπικό και επιχειρησιακά μέσα και η συνεργασία με την Frontex, συνέβαλαν καθοριστικά στην μείωση κατά 85% των μεταναστευτικών ροών προς την Ελλάδα το 2020|Γιάννης Πλακιωτάκης, Υπουργός Ναυτιλίας και Νησιωτικής Πολιτικής|2021-03-29 23:00:00|2022-05-25 16:16:00|Πλακιωτάκης: Όχι υποδείξεις για τα ανθρώπινα δικαιώματα από χώρες που συστηματικά τα παραβιάζουν|Ο κ. Πλακιωτάκης επισήμανε ακόμα ότι «η στοχευμένη ενίσχυση των Λιμενικών Αρχών του Ανατολικού Αιγαίου σε προσωπικό και επιχειρησιακά μέσα και η συνεργασία με την Frontex, συνέβαλαν καθοριστικά στην μείωση κατά 85% των μεταναστευτικών ροών προς την Ελλάδα το 2020, ενώ σημείωσε ότι «ένα χρόνο τώρα σε 800 και πλέον περιστατικά που διαχειρίστηκε το Λιμενικό Σώμα, δεν υπήρξε ούτε μια ανθρώπινη απώλεια». Κλείνοντας, ο κ. Πλακιωτάκης απευθυνόμενος στην Ευρωπαία επίτροπο, είπε ότι «η ενισχυμένη επιτήρηση για την προστασία των ελληνικών και ευρωπαϊκών συνόρων απαιτεί επείγουσα χρηματοδότηση με 15,8 εκατομμύρια ευρώ» και προσέθεσε: «Θέλω να λάβετε υπόψη ότι οι επιχειρήσεις στη θάλασσα είναι ένα ιδιαίτερα ακριβό «εγχείρημα» και ο κατάλληλος εξοπλισμός είναι δυσανάλογα ακριβότερος».|https://www.tovima.gr/2021/03/30/politics/plakiotakis-oxi-ypodeikseis-gia-ta-anthropina-dikaiomata-apo-xores-pou-systimatika-ta-paraviazoun/|1|"{'"Γιάννης Πλακιωτάκης'",'"Ανθρώπινα Δικαιώματα'",'"Μεταναστευτικές Ροές'",'"Ανατολικό Αιγαίο'"}"|3|2021-03-29 23:00:00
135|Νότης Μηταράκης: Αυξάνονται οι ροές σε σχέση με το 2021|Νότης Μηταράκης, υπουργός Μετανάστευσης και Ασύλου|2022-11-08 22:00:00|2022-11-09 18:52:00|Ν. Μηταράκης στο Πρώτο: Είναι ένα ζήτημα αν τα πλοία των ΜΚΟ τελικά προστατεύουν ζωές ή δίνουν κίνητρο στους διακινητές|"'"Φέτος βλέπουμε μια αύξηση σε σχέση με το 2021, αλλά παρόλα αυτά οι αφίξεις του 2022 θα είναι οι δεύτερες χαμηλότερες ροές της δεκαετίας'""|https://www.ertnews.gr/roi-idiseon/n-mitarakis-sto-proto-einai-ena-zitima-an-ta-ploia-ton-mko-telika-prostateyoyn-zoes-i-dinoyn-kinitro-stoys-diakinites-audio/|1|{}|3|2022-11-08 22:00:00
97|Εκτοξεύεται η εγκληματικότητα των ανηλίκων|Σύνταξη SLpress.gr|2021-07-14 23:00:00|2022-02-16 07:59:00|Εκτοξεύεται η εγκληματικότητα των ανηλίκων|Έντονο προβληματισμό προκαλούν τα κρούσματα βίας από συμμορίες ανηλίκων εναντίον παιδιών, κάποιες φορές για ασήμαντη αφορμή. Το φαινόμενο προσλαμβάνει ανησυχητικές διαστάσεις καθώς, μετά το αιματηρό περιστατικό στον Άλιμο, αποκαλύφθηκε ότι υπήρξε και άλλο ανάλογο, την περασμένη εβδομάδα στην Κηφισιά.|https://slpress.gr/koinonia/ektoxeyetai-i-egklimatikotita-ton-anilikon/|2|"{'"Παραβατικότητα ανηλίκων'",'"Βία ανηλίκων '"}"|0|2021-07-14 23:00:00
91|Αύξηση των υποθέσεων που υποβάλλονται στον Συνήγορο του Πολίτη, ως Εθνικό Μηχανισμό Διερεύνησης Περιστατικών Αυθαιρεσίας, κατά 26% διαπίστωσε η Ανεξάρτητη Αρχή στην ετήσια έκθεσή της για το 2020.|Newsroom Documento|2021-05-24 23:00:00|2022-03-15 10:14:00|Πρωτοφανής αύξηση των καταγγελιών για αστυνομική αυθαιρεσία|Αύξηση των υποθέσεων που υποβάλλονται στον Συνήγορο του Πολίτη, ως Εθνικό Μηχανισμό Διερεύνησης Περιστατικών Αυθαιρεσίας, κατά 26% διαπίστωσε η Ανεξάρτητη Αρχή στην ετήσια έκθεσή της για το 2020. Στην έκθεσή του με την ειδική αρμοδιότητα του Εθνικού Μηχανισμού Διερεύνησης Περιστατικών Αυθαιρεσίας για πράξεις ή παραλείψεις του ένστολου προσωπικού της Αστυνομίας, του Λιμενικού, της Πυροσβεστικής και των υπαλλήλων των καταστημάτων κράτησης, ο Συνήγορος αναφέρει ότι το 2020 υποβλήθηκαν συνολικά 263 υποθέσεις.|https://www.documentonews.gr/article/protofanis-ayxisi-ton-kataggelion-gia-astynomiki-aythairesia/|2|"{'"Αστυνομική αυθαιρεσία'"}"|3|2021-05-24 23:00:00
93|Αυξημένοι όλοι οι δείκτες για ληστείες, απάτες και ανθρωποκτονίες|Μάριος Καλογερόπουλος|2021-06-01 23:00:00|2022-03-15 10:59:00|Η εγκληματικότητα «καλπάζει»: Αυξημένοι όλοι οι δείκτες για ληστείες, απάτες και ανθρωποκτονίες|«Καλπάζει» η εγκληματικότητα το τελευταίο 4μηνο στην Ελλάδα με όλους τους δείκτες για ληστείες, απάτες, βιασμούς και ανθρωποκτονίες να καταγράφουν αύξηση. Κορυφή του παγόβουνου για την έξαρση της εγκληματικότητας αποτελούν οι δολοφονίες στη μέση του δρόμου τα τελευταία 24ωρα όπως αυτές στα Σεπόλια και τη Βάρη.|https://www.newsbomb.gr/ellada/astynomiko-reportaz/story/1201825/h-egklimatikotita-kalpazei-ayximenoi-oloi-oi-deiktes-gia-listeies-apates-kai-anthropoktonies|1|"{'"Βαριά εγκληματικότητα'"}"|3|2021-06-01 23:00:00
136|ΕΛ.ΑΣ: Οι δύο γιοι του Δημήτρη Ινδαρέ συμμετείχαν στην κατάληψη στο Κουκάκι|Ελληνική Αστυνομία|2019-12-17 22:00:00|2022-11-10 18:05:00|Σε σπίτι γνωστού σκηνοθέτη μπήκε η ΕΛΑΣ στο Κουκάκι|"'"Η ΕΛΑΣ... υποστηρίζει ακόμα οτι οι δυο γιοί του σκηνοθέτη ήταν οι πρωταγωνιστές της κατάληψης, προέβαλαν αντίσταση, αντιμετώπισαν τους αστυνομικούς με πέτρες και άλλα αντικείμενα, ενώ για τον πατέρα υποστηρίζει οτι επιχείρησε να αρπάξει το πιστόλι αστυνομικού'" "|https://www.thetoc.gr/koinwnia/article/se-spiti-gnwstou-skinotheti-mpike-i-elas-sto-koukaki|2|{}|1|2022-11-09 22:00:00
112|Κυριάκος Μητσοτάκης: «Είχαμε αναλάβει τη δέσμευση να ασχοληθούμε ειδικά με το ζήτημα των ασυνόδευτων ανηλίκων. Εξ’ ου και συστήσαμε την ειδική γραμματεία της οποίας προΐσταται η κυρία Αγαπηδάκη και εκεί πιστεύω ότι τα αποτελέσματα είναι εντυπωσιακά όχι μόνο ως προς τη μείωση των ασυνόδευτων παιδιών που φιλοξενούνται στην πατρίδα μας αλλά κυρίως ως προς τις συνθήκες στις οποίες αυτά φιλοξενούνται». |Κυριάκος Μητσοτάκης, Πρωθυπουργός|2021-05-12 12:19:00|2022-02-16 19:40:00|Ενημερωτικό σημείωμα για την επίσκεψη του Πρωθυπουργού Κυριάκου Μητσοτάκη στο Υπουργείο Μετανάστευσης και Ασύλου|Στην πολιτική των έξι σημείων, όπως χαρακτηριστικά σημείωσε, εστίασε ο Πρωθυπουργός Κυριάκος Μητσοτάκης στην παρέμβασή του κατά τη διάρκεια της επίσκεψης που πραγματοποίησε στο Υπουργείο Μετανάστευσης και Ασύλου. «Πιστεύω ότι η πολιτική αυτή κινείται ακριβώς στο σημείο που τέμνεται η εθνική κυριαρχία και η διεθνής νομιμότητα με τον ανθρωπισμό και με τα δικαιώματα των προσφύγων», ανέφερε χαρακτηριστικά ο Κυριάκος Μητσοτάκης.|https://migration.gov.gr/enimerotiko-simeioma-gia-tin-episkepsi-toy-prothypoyrgoy-kyriakoy-mitsotaki-sto-ypoyrgeio-metanasteysis-kai-asyloy/|1|"{'"Δικαιώματα Προσφύγων'",'"Ασυνόδευτα ανήλικα'"}"|4|2021-05-11 21:00:00
53|Ολική καταστροφή στην Μόρια -13.000 πρόσφυγες στον δρόμο, ανάμεσά τους και όσοι βρέθηκαν με κορoνοϊό|Ευστράτιος Κυτέλης, Δήμαρχος Μυτιλήνης|2020-09-08 23:00:00|2022-04-10 16:52:00|Δήμαρχος Μυτιλήνης: Ολική καταστροφή στην Μόρια -13.000 πρόσφυγες στον δρόμο, ανάμεσά τους και όσοι βρέθηκαν με κορoνοϊό|"'"Η πλειοψηφία είναι επί της εθνικής οδού και φυλάσσονται. Ανάμεσα σε αυτά τα άτομα είναι και αυτοί που βρέθηκαν θετικοί στον κορoνοϊό. Ζητούμε επιτακτικά να δοθεί λύση για να διασφαλιστεί η υγεία και η ασφάλεια των συμπολιτών μας'"."|https://www.iefimerida.gr/ellada/dimarhos-mytilinis-oliki-i-katastrofi-stin-moria|1|{Πανδημία}|3|2020-09-08 23:00:00
178|H βιταμίνη D κάνει καλό στην καρδιά|Πλήθος δημοσιευμάτων σε περιοδικά με θέματα υγείας και life style |2023-10-18 21:00:00|2023-11-14 18:20:00|Βιταμίνη D: Γιατί είναι απαραίτητη;|"Οι δημοσιεύσεις για τα οφέλη της βιταμίνης D σε '"περιοδικά ποικίλης ύλης'" αυξάνονται ταχύτατα, την ώρα που τα επιστημονικά άρθρα, σε περιοδικά με υψηλό impact factor που δείχνουν θετική επίδραση ειδικά στην καρδιά, είναι περιορισμένα."|https://www.vita4you.gr/blog-vita4you/el/item/343-vitamini-d-giati-einai-aparaithth.html|1006|{}|2|2023-11-13 22:00:00
86|Μία κλοπή ή διάρρηξη ανά 14 λεπτά (!) καταγράφεται σε κατάστημα, επιχείρηση ή κατοικία της Θεσσαλονίκης |Χρήστος Νικολαΐδης|2021-02-09 00:00:00|2022-05-25 18:09:00|Θεσσαλονίκη: Ανατριχιαστικό νούμερο – Μία επίθεση ανά 14 λεπτά|Σύμφωνα με την Γενική Αστυνομική Διεύθυνση Θεσσαλονίκης, την περασμένη χρονιά σημειώθηκαν 1.325 κλοπές και 254 απόπειρες σε καταστήματα, από τις οποίες εξιχνιάστηκαν οι 544. Οι κλοπές και διαρρήξεις σε κατοικίες έφτασαν τις 2.100 ενώ οι απόπειρες τις 213, με τις εξιχνιάσεις να ανέρχονται στις 335. Τα στοιχεία αυτά είναι μειωμένα σε σχέση με τα αντίστοιχα του 2019. Σ’ αυτό καταγράφονται αντίστοιχα 1751 κλοπές και 224 απόπειρες σε επιχειρήσεις (612 εξιχνιάσεις) και 3040 κλοπές και διαρρήξεις (279 απόπειρες) σε σπίτια (εξιχνιάστηκαν 367). Εάν αθροίσει κανείς τα νούμερα αυτά καταλήγει στο ανατριχιαστικό συμπέρασμα ότι κάθε περίπου 14 λεπτά έχουμε μία επίθεση για κλοπή ή διάρρηξη σε επιχείρηση ή κατοικία στην ευρύτερη περιοχή της Θεσσαλονίκης! Και σ’ αυτό υπολογίζονται άλλα «κομμάτια» της εγκληματικότητας όπως οι επιθέσεις στο δρόμο, οι αρπαγές τσαντών κλπ.|https://newsique.gr/thessaloniki-anatrichiastiko-noumero-mia-epithesi-ana-14-lepta|2|{Διαρρήξεις}|1|2021-02-09 00:00:00
111|Νότης Μηταράκης: «Παράνομες ροές μεταναστών που προσπαθούν να παραβιάσουν τα εθνικά σύνορα, με τη βοήθεια και τη διευκόλυνση των εγκληματικών δικτύων λαθροδιακίνησης, πρέπει να αποτραπούν. Αυτό δεν είναι μόνο ένα κυριαρχικό δικαίωμα ή επιλογή ενός έθνους, αλλά μία υποχρέωση που προκύπτει από το Διεθνές και Ευρωπαϊκό Δίκαιο».|Νότης Μηταράκης, Υπουργός Μετανάστευσης και Ασύλου - Βουλευτής ΝΔ |2021-10-04 21:00:00|2022-02-17 18:22:00|Ομιλία Υπουργού Μετανάστευσης και Ασύλου, Νότη Μηταράκη, στο συνέδριο “World Border Security Congress”|Ο Υπουργός Μετανάστευσης και Ασύλου, κ. Νότης Μηταράκης, συμμετείχε, ως κεντρικός ομιλητής, στο συνέδριο “World Border Security Congress” με θέμα την ασφάλεια και διαχείριση των συνόρων, το οποίο λαμβάνει χώρα στην Αθήνα και τελεί υπό την αιγίδα του Υπουργείου Μετανάστευσης και Ασύλου. Κατά τον εισαγωγικό του χαιρετισμό, ο κ. Μηταράκης επεσήμανε πως “η Ελλάδα, ευρισκόμενη γεωγραφικά στα εξωτερικά σύνορα της Ε.Ε., σε μια ευρύτερη περιοχή που συχνά χαρακτηρίζεται από αστάθεια, έχει αναλάβει το σημαντικό καθήκον της φύλαξης των κοινών συνόρων, για λογαριασμό της Ευρώπης, ενισχύοντας την ασφάλεια σε όλο τον κοινό ευρωπαϊκό χώρο. Η Ελληνική Αστυνομία και το Λιμενικό Σώμα -Ελληνική Ακτοφυλακή ενεργούν με επαγγελματισμό και αποφασιστικότητα στη ξηρά και στη θάλασσα, πολύ συχνά κάτω από δύσκολες συνθήκες, για όφελος όλης της E.E.”.|https://migration.gov.gr/notis-mitarachi-world-border-security-congress/|1|"{'"Παράνομη Μετανάστευση'"}"|2|2021-10-04 21:00:00
137|Der Spiegel - Γ. Χρηστίδης, Maximilian Popp: Πώς ο θάνατος της πεντάχρονης Μαρίας άλλαξε τη συζήτηση για το προσφυγικό στην Ελλάδα|Der Spiegel - Γ. Χρηστίδης, Maximilian Popp|2022-08-26 21:00:00|2022-11-19 17:48:00|Πώς ο θάνατος της πεντάχρονης Μαρίας άλλαξε τη συζήτηση για το προσφυγικό στην Ελλάδα|""|https://www.spiegel.de/ausland/griechenland-wie-der-tod-der-fuenfjaehrigen-maria-die-fluechtlingsdebatte-veraendert-a-27a753b0-3d8e-42fe-a835-7a763467200c|1|{}|0|2022-08-26 21:00:00
6|«Ο αριθμός (των μεταναστών) (στη Λέσβο) έχει τριπλασιαστεί από το Σεπτέμβριο (του 2019)» (η δήλωση είναι του Φεβρουαρίου 2020)|Κώστας Μουντζούρης|2020-02-06 00:00:00|2022-06-12 16:19:00|Ο αριθμός (των μεταναστών) (στη Λέσβο) έχει τριπλασιαστεί από το Σεπτέμβριο (του 2019)|Συζήτηση για το προσφυγικό/μεταναστευτικό στην εκπομπή Αποτύπωμα του Σκάι|https://www.youtube.com/watch?v=r6KxsBAIv7U|1|{Λέσβος}|1|2020-02-06 00:00:00
179|«Στην περιοχή της νότιας Σιβηρίας αποκαλύφθηκαν εδάφη μετά το λιώσιμο των πάγων. Είναι πιθανό, παλαιοί ιοί που είχαν καταψυχθεί και ήταν εγκλωβισμένοι μέσα στους αιώνιους παγετώνες, να απελευθερωθούν. Είτε με τον αέρα, είτε με τα πουλιά ή με άλλο τρόπο μπορεί να μεταφερθούν σε γειτονικές περιοχές».|Χρήστος Ζερεφός, Καθηγητής Φυσικής της Ατμόσφαιρας|2021-06-11 21:00:00|2023-11-15 08:23:00|Αρχέγονοι ιοί μπορεί να απελευθερωθούν από το λιώσιμο των πάγων|Ο καθηγητής Φυσικής της Ατμόσφαιρας, Χρήστος Ζερεφός, αναφέρθηκε στο ενδεχόμενο το λιώσιμο των πάγων να οδηγήσει σε απελευθέρωση ιών που είχαν εγκλωβιστεί στους αιώνιους παγετώνες|https://www.tanea.gr/2021/06/12/science-technology/arxegonoi-ioi-mporei-na-apeleytherothoun-apo-to-liosimo-ton-pagon/|1005|"{'"Λιώσιμο Πάγων'"}"|4|2021-06-12 14:10:00
120|Κυριάκος Μητσοτάκης: «Είχαμε αναλάβει τη δέσμευση να ασχοληθούμε ειδικά με το ζήτημα των ασυνόδευτων ανηλίκων. Εξού και συζητήσαμε με την ειδική γραμματεία, της οποίας προΐσταται η κυρία Αγαπηδάκη, και εκεί πιστεύω ότι τα αποτελέσματα είναι εντυπωσιακά [...] κυρίως ως προς τις συνθήκες στις οποίες αυτά φιλοξενούνται. Δεν υπάρχουν πια απροστάτευτα παιδιά τα οποία να στοιβάζονται σε ζούγκλες τύπου Μόριας στα νησιά μας, όλα τα ανήλικα φιλοξενούνται σήμερα σε ξενώνες και βέβαια έχει καταργηθεί και με νομοθετική ρύθμιση το μέτρο της προστατευτικής φύλαξης που δυστυχώς κρατούσε ασυνόδευτα προσφυγόπουλα στα αστυνομικά τμήματα. Ο εθνικός μηχανισμός επείγουσας ανταπόκρισης τους προσφέρει σήμερα άμεση βοήθεια και φιλοξενία». |Κυριάκος Μητσοτάκης, Πρωθυπουργός|2021-05-12 12:19:00|2022-02-16 20:47:00|Ενημερωτικό σημείωμα για την επίσκεψη του Πρωθυπουργού Κυριάκου Μητσοτάκη στο Υπουργείο Μετανάστευσης και Ασύλου|Στην πολιτική των έξι σημείων, όπως χαρακτηριστικά σημείωσε, εστίασε ο Πρωθυπουργός Κυριάκος Μητσοτάκης στην παρέμβασή του κατά τη διάρκεια της επίσκεψης που πραγματοποίησε στο Υπουργείο Μετανάστευσης και Ασύλου. «Πιστεύω ότι η πολιτική αυτή κινείται ακριβώς στο σημείο που τέμνεται η εθνική κυριαρχία και η διεθνής νομιμότητα με τον ανθρωπισμό και με τα δικαιώματα των προσφύγων», ανέφερε χαρακτηριστικά ο Κυριάκος Μητσοτάκης.|https://migration.gov.gr/enimerotiko-simeioma-gia-tin-episkepsi-toy-prothypoyrgoy-kyriakoy-mitsotaki-sto-ypoyrgeio-metanasteysis-kai-asyloy/|1|"{'"Ασυνόδευτα Ανήλικα'"}"|0|2021-05-12 12:19:00
138|Aπό την Ινδία και την Ινδονησία μέχρι την Αίγυπτο, περίπου 10,5 εκατομμύρια παιδιά έχασαν τουλάχιστον έναν γονιό ή κηδεμόνα λόγω Covid-19|ΤοΒΗΜΑ Team |2022-09-15 21:00:00|2023-02-01 09:37:00|Κορωνοϊός: Πάνω από 10 εκατ. παιδιά έμειναν ορφανά σε όλο τον κόσμο|Από την Ινδία και την Ινδονησία μέχρι την Αίγυπτο, περίπου 10,5 εκατομμύρια παιδιά έχασαν τουλάχιστον έναν γονιό ή κηδεμόνα λόγω Covid-19, υποδεικνύουν μαθηματικά μοντέλα, ανεβάζοντας δραματικά την εκτίμηση για τον αριθμό των ορφανών που αφήνει πίσω της η πανδημία.|https://www.tovima.gr/2022/09/16/world/koronoios-pano-apo-10-ekat-paidia-emeinan-orfana-se-olo-ton-kosmo/|1006|"{'"Επιπτώσεις πανδημίας COVID-19'"}"|4|2022-09-15 21:00:00
107|Νάσος Ηλιόπουλος: «Την περίοδο 2015-2019 η εγκληματικότητα στην Ελλάδα μειώθηκε και βρισκόταν κάτω από τους ευρωπαϊκούς μέσους όρους». |Νάσος Ηλιόπουλος, Εκπρόσωπος Τύπου του ΣΥΡΙΖΑ|0021-05-09 23:34:00|2022-02-17 20:35:00|Ηλιόπουλος: Η κυβέρνηση δεν ασχολείται με το οργανωμένο έγκλημα|«Τη στιγμή που το οργανωμένο έγκλημα ξεσαλώνει, έχουμε μία κυβέρνηση που βάζει την αστυνομία να ασχολείται με το αν οι πολίτες έχουν στείλει sms και με το να κυνηγάει κόσμο στις πλατείες», τόνισε ο εκπρόσωπος Τύπου του ΣΥΡΙΖΑ, Νάσος Ηλιόπουλος, μιλώντας στον τηλεοπτικό σταθμό «OPEN» και τους δημοσιογράφους Άκη Παυλόπουλο και Ντόρα Κουτροκόη. «Η κυβέρνηση και ο κ. Χρυσοχοΐδης δεν ασχολείται με το οργανωμένο έγκλημα. Από όταν ανέλαβε, ο υπουργός Προστασίας του Πολίτη έχει φτιάξει τρία σώματα στην αστυνομία αποκλειστικά από ειδικούς φρουρούς, ανθρώπους χωρίς την κατάλληλη εκπαίδευση -ειδικά σε ό,τι αφορά την αντιμετώπιση του οργανωμένου εγκλήματος- ενώ την ίδια στιγμή φαίνεται ότι έχει ξεκινήσει μια υποβάθμιση των σχολών της αστυνομίας», υπογράμμισε ο Νάσος Ηλιόπουλος. Σημείωσε επίσης ότι «ο κ. Χρυσοχοΐδης θα έπρεπε ήδη να έχει φύγει από τη θέση του, καθώς είναι ο άνθρωπος που έχασε μέσα απ’ τα χέρια του τον υπαρχηγό της Χρυσής Αυγής Χρήστο Παππά, τον οποίο ακόμα δεν έχουν συλλάβει».|https://www.cnn.gr/politiki/story/265564/hliopoylos-h-kyvernisi-den-asxoleitai-me-to-organomeno-egklima|1|"{'"Οργανωμένο Έγκλημα'"}"|3|0021-05-09 23:34:00
71|"Ν. Μηταράκης: '"Τα αποτελέσματα του 2020 δείχνουν ότι η ελληνική Υπηρεσία Ασύλου είναι η δεύτερη ταχύτερη και πιο παραγωγική υπηρεσία στην Ευρωπαϊκή Ένωση»."|Νότης Μηταράκης, υπουργός Μετανάστευσης και Ασύλου|2021-03-06 00:00:00|2022-02-19 12:15:00|"Νότης Μηταράκης: '"Τα αποτελέσματα του 2020 δείχνουν ότι η ελληνική Υπηρεσία Ασύλου είναι η δεύτερη ταχύτερη και πιο παραγωγική υπηρεσία στην Ευρωπαϊκή Ένωση»."|Αποσυμφόρηση νησιών και επιτάχυνση διαδικασιών ασύλου|https://migration.gov.gr/episkepsi-ypoyrgoy-metanasteysis-kai-asyloy-mazi-me-ton-antiproedro-tis-eyropaikis-epitropis-sta-kentra-ypodochis-kai-taytopoiisis-leroy-kai-ko/|1|{Άσυλο}|2|2021-03-06 00:00:00
32|"Οι '"λαθρομετανάστες'" στη Μόρια κλέβουν σκυλιά και τα τρώνε"|Κυριάκος Βελόπουλος|2020-05-05 23:00:00|2022-02-15 09:34:00|Ο Βελόπουλος ξεσπάθωσε στην Βουλή: «Οι λαθρομετανάστες στη Μόρια κλέβουν σκυλιά και τα τρώνε»! Βίντεο-ντοκουμέντο|«Για μερικούς είναι εδέσματα. Και με αυτούς θα ζήσουμε μαζί! Πολυπολιτισμική κοινωνία. Δεν γίνεται! Είναι υποπολιτισμοί».|https://www.newsbreak.gr/politiki/97136/velopoylos-lathrometanastes-moria-klevoyn-skylia-trone/|1|{Πολιτισμός}|1|2020-05-05 23:00:00
123|"Γιάννης Πλακιωτάκης: '"...έχουμε εντυπωσιακή μείωση των ροών το 2021 σε σχέση με το 2019 πάνω από 90%...'" "|Γιάννης Πλακιωτάκης, υπουργός Ναυτιλίας και Νησιωτικής Πολιτικής |2022-05-19 21:00:00|2022-05-20 12:28:00|Γ. Πλακιωτάκης στην ΕΡΤ: Είμαστε πανέτοιμοι για την τουριστική περίοδο – Επιπλέον 45 εκατ. ευρώ για τις άγονες γραμμές (video)|«Είναι εντυπωσιακή η αποτελεσματικότητα των στελεχών του Λιμενικού Σώματος που επιχειρούν με τη συνδρομή της Frontex με αποτέλεσμα να έχουμε εντυπωσιακή μείωση των ροών το 2021 σε σχέση με το 2019 πάνω από 90%, πάντα με σεβασμό στο Ευρωπαϊκό Δίκαιο και απόλυτη προτειραιότητα την προστασία της ανθρώπινης ζωής» πρόσθεσε ακόμη. «Το 2022 τα περιστατικά που καλείται το Λιμενικό να διαχειριστεί έχουν τριπλασιαστει. Όμως τα στελέχη συνεχίζουν και προστατεύουν αποτελεσματικά τα θαλάσσια σύνορά μας», είπε σχετικά.|https://www.ertnews.gr/eidiseis/ellada/politiki/g-plakiotakis-stin-ert-echoyme-entyposiaki-meiosi-ton-metanasteytikon-roon-peraitero-enischysi-tis-frontex-video/|1|"{'"'",'"'",'"Ροές προσφύγων/μεταναστών '"}"|4|2022-05-19 21:00:00
139|Η κλιματική αλλαγή επηρεάζει τόσο την εμφάνιση νέων μεταδοτικών ασθενειών καθώς και το δυναμικό μετάδοσής τους|in.gr|2022-09-13 22:00:00|2023-02-12 19:45:00|SOS από τους επιστήμονες – Πώς η κλιματική αλλαγή πυροδοτεί νέες πανδημίες|""|https://www.in.gr/2022/09/20/b-science/sos-apo-tous-epistimones-pos-klimatiki-allagi-pyrodotei-nees-pandimies/|1005|{}|4|2022-09-13 22:00:00
1|Έχουν ήδη φύγει το δεύτερο εξάμηνο του 2019 από τα νησιά δώδεκα χιλιάδες ενενήντα πέντε άτομα|Νότης Μηταράκης|2020-03-05 00:00:00|2022-01-19 09:31:00| [Ε]χουν ήδη φύγει το δεύτερο εξάμηνο του 2019 από τα νησιά δώδεκα χιλιάδες ενενήντα πέντε άτομα, το πρώτο δίμηνο του 2020 έχουν φύγει από τα νησιά του Αιγαίου έξι χιλιάδες εκατόν εβδομήντα τέσσερα άτομα. |Πρακτικά Βουλής|https://www.hellenicparliament.gr/UserFiles/a08fc2dd-61a9-4a83-b09a-09f4c564609d/%ce%a1%ce%99%ce%91%ce%84%2004-03-2020.docx|1|{Νησιά}|1|2020-03-05 00:00:00
13|"Ν. Κοτζιάς: '"Η Ελληνική Κυβέρνηση συμφώνησε με ΕΕ να μεταφέρονται πρόσφυγες από Λιβύη σε ελληνικά λιμάνια'""|Κοτζιάς, Βαρδάκης|2020-03-27 00:00:00|2022-06-12 17:32:00|"Κοτζιάς: '"Η Ελληνική Κυβέρνηση συμφώνησε σε ΕΕ να μεταφέρονται πρόσφυγες από Λιβύη σε ελληνικά λιμάνια'""|twitter, Nikos Kotzias|https://www.efsyn.gr/efkriti/koinonia/237296_stin-kriti-oi-metanastes-apo-ti-libyi|1|{Νησιά}|4|2020-03-27 00:00:00
35|«Δυσανάλογο και αβάσταχτο βάρος» οι πρόσφυγες και μετανάστες|Αντιπεριφερειάρχης Γρεβενών|2020-05-28 23:00:00|2022-04-30 21:35:00|Γρεβενά: «Όχι» σε νέους πρόσφυγες και μετανάστες|«Δυσανάλογο και αβάσταχτο βάρος» χαρακτηρίζει τον αριθμό των προσφύγων και μεταναστών, που φιλοξενούνται τα τελευταία δύο χρόνια σε ξενοδοχεία της ορεινής περιοχής, αλλά και όσων πρόκειται να έρθουν τις επόμενες ημέρες ο αντιπεριφερειάρχης Γρεβενών, Γιάννης Γιάτσιος.|https://www.ert.gr/perifereiakoi-stathmoi/grevena-ochi-se-neoys-prosfyges-kai-metanastes/|1|{Διελεύσεις,Παραμονή}|2|2020-05-28 23:00:00
124|"Νότης Μηταράκης: '"Μέσα στο 2020 δεν είχαμε κανένα θάνατο στο Αιγαίο Πέλαγος'""| Νότης Μηταράκης ,Υπουργός Μετανάστευσης και Ασύλου.|2020-08-30 21:00:00|2022-05-27 11:01:00|Συνέντευξη Υπουργού Μετανάστευσης και Ασύλου, κ. Νότη Μηταράκη, στο “BBC World News”|Πρόσφατα, το Λιμενικό Σώμα έσωσε δεκάδες ζωές στη Χάλκη, προσανατολισμένο στην προστασία της ανθρώπινης ζωής. Μέσα στο 2020 δεν είχαμε κανένα θάνατο στο Αιγαίο Πέλαγος. Η προπαγάνδα δεν μας πτοεί. Θα συνεχίσουμε να είμαστε στην πρώτη γραμμή. Περιμένουμε από τη γείτονα χώρα να τηρήσει τις υποχρεώσεις της, που απορρέουν από την Κοινή Δήλωση Ε.Ε.-Τουρκίας, και να εμποδίσει τις παράνομες διελεύσεις. Από όσα περιστατικά έχουν καταγραφεί, είναι ξεκάθαρα ότι τα άτομα αυτά δεν αντιμετώπιζαν διώξεις στη Τουρκία. Πλέον, είναι ασφαλής χώρα για πρόσφυγες. |https://migration.gov.gr/synenteyxi-ypoyrgoy-sto-bbc-world-news/|1|"{'"Μεταναστευτικές ροές '",'"Αιγαίο Πέλαγος'"}"|1|2020-08-30 21:00:00
